,,,Course Evaluations 2014-2016,,,,,,,
9/30/2014,4,4,"To learn about EDISIM Bundles, Instream Bundles and Insight Workflow models. ",Yes,Deign time and Runtime Validators,"EDISIM Analiyzer, Workflow Models",3,4,Instructor was good and she made sure that I am on track on the topics.,AMER
9/30/2014,4,4,need more explanation for TFE 203,Yes its very supportive,TFE 201,TFE 203(response generator),4,5,Instructor explain all the topics mentioned in course in easy way,AMER
9/29/2014,4,4,learning tibco,yes,everything technical,the selling of the other products,4,4,good,AMER
9/30/2014,4,4,Expected little more brief explanation on handling guidelines and creating work flows,Yes. it was a great environmental support given by TCS,Validators and guidelines,Creating work flows,5,4,Good. Impressive and Interactive,AMER
9/30/2014,3,4,Understand the various products of TIBCO Foresight and implement the same in my project.,Yes. Not bad. But we were expected to have microphone to interact lively.,"EDISIM, Validator, Analyzer, Library","Foresight Studio, Doc Splitter",5,4,"He is good. But due to time constraints, rushed up few important topics. But hoping to get in touch with his mail id to get clarified. ",AMER
9/30/2014,4,3,If the trainer would also do some exercise instead of showing slides would be much better for understanding.,Yes.,Lab and Exercise were most helpful to understand,"
",4,4,If the trainer would also do some exercise instead of showing slides would be much better for understanding.,AMER
9/30/2014,4,3,were able to know about EDI and instream ,yes,"Managing guidelines,customizing guidelines and creating business rules were really helpful",no such topics,4,4,he was very clear and very interactive..able to clear our doubts,AMER
9/30/2014,4,3,"The training was very useful, but couldnt met with all the requirements as the time/days allocated to this training was very less.

Since we are all very new to the product and in initial stage of learning,we need more days. Many things realted to our project work is missing as we have very less no.of days",yes,"1)Detail file validation through guidelines
2)creating workflows,docsplitters
3)knowledge about guidelines
4)partition in EDI and detail file
",Data swapper,4,4,Instructor is good and has good knowledge in the subject,AMER
9/29/2014,4,4,"To be able write code, test, and deploy BW projects.",Not enought time for day 3 lab work. ,This course is good to get started with BW and familiarize with designer. ,N/A,4,4,Good.,AMER
9/29/2014,4,4,NO COMMENTS,NO COMMENTS,NO COMMENTS,NO COMMENTS,4,4,NO COMMENTS,AMER
9/29/2014,3,3,To learn BW.,NA,All topics.  ,None,4,4,Good.,AMER
9/29/2014,5,5,My expectations for this course were acquire more knowledge about tibco tools in order to get involved in a project as asoon as possible,yes it was,"adapters, mappings, transforms, file structure and shared resources","nothing, everything was ok",5,5,"He was always attending and clarifying all doubst and concerns from the participants, great job!",AMER
10/6/2014,4,4,Expectation is to develop clear working knowledge of TIBCO API exchange Products,Yes,"service onboarding, oauth and SOAPJMS gateway and overall architecture.",NA,4,4,Has good knowledge of API and was helpful and trying to get help from TIBCO API team if he was not able to answer questions fully.,APJ
10/6/2014,3,4,Foundation And basic usage,"Yes. We would like the Tibco API exchange material posted in tibco website to have more information on installation, configuration and concepts.","Oauth, Organization , On boarding service",NA.Please add more examples and detailed instructions for executing them in API tutorials published in tibco site.,4,4,He was technically acute enough to handle this session.,APJ
10/6/2014,4,5,Want to learn from the basics of the product and its business criticatility in the market,Yes,Tibco Management Portal and Configui parts,Performance related configurations,4,4,Good technical knowledge and very helpful to the attenders,APJ
10/6/2014,4,4,Learn about Bussiness Works.,Yes.,JMS and Transactions,No one.,5,5,He had good skill about TIBCO BW.,AMER
10/6/2014,4,4,Learning about the product in a development environment,Yes,None,None,5,5,He has good good skills about the product,AMER
10/6/2014,4,5,yes,Very good.,JMS,...,5,5,Good,AMER
10/6/2014,4,5,yes,yes,Designer,Administrator,5,5,Great.,AMER
10/1/2014,4,4,"Gaining some backgroudnknowledge about MDM.
Especially gaining some information how to use MDM for test and how to test MDM.",-,"Using Data Sources - especially Import
Using MDM Web Services",-,5,5,"The instructor reacts very well to several questions and explained a lot by using examples in MDM or Business Studio.

He selected the units and Labs regarding to our needs as testers.

the instructor was well prepared and has a very good knowledge of Tibco products",EMEA
10/1/2014,2,1,to improve SOA test skills; SOA automation test,yes,Business Works,all others,4,4,good,EMEA
9/29/2014,4,4,Correct use of active matrix service grid.,Yes,Mediation usage.,nothing,5,5,he is expert.,EMEA
9/29/2014,4,4,get tips about common problems ,yes ,dynamic routing ,    ,5,5,very good ,EMEA
9/29/2014,4,4,"As I have being developing in AMX SG for almost an year, what I expected was to learn how to improve what I already knew and maybe have some advices if what I was doing was fine or not. ","yes, 3 persons and the instructor","Surely composite and sub-composite topics had some news for me, even the routing management in the mediation",The mediation itself.,5,5,"His knowledge is wide, not only AMX SG but he gave me some good advices.",EMEA
10/2/2014,4,5,I wanted to refresher on EMS administration,"Yes, we were able to keep at a good pace that didn't feel bogged down.",We are preparing to upgrade to EMS 8.1 next year.  As part of the upgrade we will be using all SSL security for our EMS servers.  The chapter dealing with security was most helpful.,None of the topics were out of place,5,5,Fred knew all of the material well and explained each slide rather than just reading the content.,AMER
10/3/2014,4,4,"As I'm already administering an AMX SG environment, I expected to focus on aspects that I've never covered before","Yes, it was","Policies, we never used them but we  should have11","BWSE, only because we don't utilize it",5,4,"Skilled and supportive.
",EMEA
10/3/2014,5,5,I expected fro this course to understand the most important feature of the Tibco Amx Service Grid products,Yes,Monitoring and Logging and Load Balancing and Distribution, ,5,5,The teacher was able to understand to all students every topic without problem explaining all the aurguments with Excellent method ,EMEA
10/1/2014,5,5,Get basic overview of capabilities of TIBCO,Yes,Mediation and overview,none,5,5,Very knowledgable and helpful,AMER
10/1/2014,5,5,"Highly interested in versioning, naming standards, composites, and especially tuning.","Yes, especially liked the interaction with the instructor who was receptive of any questions and was able to answer them.","Versioning, naming standards, and tuning",none,5,5,Top notch instructor who is experienced and knowledgeable in this subject area.  Would gladly take another class from this instructor or recommend him to others.,AMER
10/1/2014,4,3,architecting SOA applications,NA,service patterns and service design documentation,NA,4,4,good,AMER
10/6/2014,4,4,"My expectations were understood active matrix , We are in Brazil bought a TIBCO products , this course will be the start to project",Yes,developing pallete,too many talk about tibco products,5,5,He has really good skills,AMER
10/7/2014,4,5,Learn more about EMS,"it was good!
",all,none,5,5,very good,EMEA
10/7/2014,5,5,To get to now more about EMS.,Great location,"Fault Tolerance, Load Balancing and monitoring","Non, you know the basic, but it's good to start there.",5,5,"Great knowledge, very active in his presentation, using good examples and also in relation to ING.",EMEA
10/7/2014,4,4,knowledge from ems,yes,all,none,4,4,very good,EMEA
10/7/2014,4,5,Understanding more about EMS and how to do monitoring,Yes,EMS monitoring,EMS Central Admin.,4,5,Brilliant ;-),EMEA
10/7/2014,5,5,to get knowledge of the possibilities of EMS,.,.,.,4,4,.,EMEA
9/29/2014,5,5,My expectations in this course is to learn how to transfer files.,yes,"Nodes,Profiles,DNI,etc...",No,5,5,I was really impressed how she explained the modules. ,AMER
9/29/2014,5,5,"Really only took this course because it was a prerequisite for ARC702.  I am an experienced technical architect and have worked with some of the TIBCO products (EMS, BW, AMX Service Grid, BPM).  I did find the BusinessEvents overview interesting.  For those that are new to the TIBCO products, this is a good architecture overview class for their products.","Yes, I really like the way that TIBCO has leveraged the Amazon cloud to host the machines used for the labs.  Great job!",The BusinessEvents overview was the most helpful to me.  The Mediation Implementation Type lab was also helpful because we haven't really used that in our company to date.,The message exchange patterns were a review of information that I already knew but I am sure it was useful to the others taking the class. ,5,5,I was really impressed with the knowledge and experience of the instructor.  This instructor had great depth of the material instead of someone that is just reading the units.  He was able to efficiently answer all questions asked.,AMER
9/29/2014,5,5,Yes,yes,generally all was useful,n/a,5,5,positive,AMER
9/29/2014,5,5,"Solution Architecture using TIBCO suite of products, Applying policies",Yes,All topics are helpful in getting a clear insight in architecting using TIBCO products,None,5,5,Excellent Teaching!!!,AMER
9/29/2014,4,4,Understanding of basic TIBCO Architecture.,N/A,"EMS Architecture,Interaction patterns for external system access",Nothing in specific,4,4,Very helpful and knowledgable,AMER
9/29/2014,3,3,hands on ,NA,It would have been better if the course has labs and working examples of architecture patterns,NA,4,4,good,AMER
9/29/2014,5,5,My expectations in this course is to learn how to transfer files.,yes,"Nodes,Profiles,DNI,etc...",No,5,5,I was really impressed how she explained the modules. ,AMER
10/6/2014,4,4,"To learn best pracatice of the Businesswork, AMX and EMS",Yes,All,Solution architecture,5,5,The instructor has excellent knowledge and was helpful.,EMEA
10/6/2014,5,4,"Understand the key aspects of the product set
Understand deployment architectures
Understand boundaries in responsibilities of products",Yes,"AMX and EMS overview, and deployment architecture",N/A,4,4,"Good, knowledgeable and showed depth in the key products",EMEA
10/6/2014,4,4,"1) Understanding of the TIBCO product architecture
2) Reference model
3) Deployment model
4) Best practices","Yes
It will be more useful to have an example that can be used to build a solution using the TIBCO products.",All of them,Cant think of any.,4,4,Knowledgeable and experienced for what we needed,EMEA
10/7/2014,5,5,(new/more) knowledge of EMS,yes,"No specific topics were more helpfull than another
",Tibco Hawk,5,5,very good,EMEA
10/7/2014,5,4,I expected to learn a little bit more about JNDI and factories. But it might be more for the developers class...,"Yes, excellent",The first 11,The last 2,5,5,He is the expert :),EMEA
10/7/2014,3,3,"after working one year with tibco products (BW/AMX/EMS) I know the most basic parts. So this training came a bit late for me.
Some interesting things learned though, especially the second day.",Yes,"FT/Loadbalancing and Monitoring
Also the other stuff for a freshup",Hawk,4,5,Good and structured.,EMEA
10/7/2014,4,4,"Learn more about TIBCO and EMS.
I started 3 weeks ago in a new team where TIBCO-services are used.",yes,"U4, U5",U3,4,4,fine,EMEA
10/7/2014,2,3,learn more about ems,j,.,.,3,3,good,EMEA
10/8/2014,5,4,To understand the usage in current project ,Yes,All,None,5,5,Very Good,APJ
10/9/2014,4,4,Get knowledge aboutTibco integration techniques,Yes,All,Not,5,5,Good speaker,EMEA
10/6/2014,4,4,Get good understanding of APIX and hands-on excercise on all importan topics,yes,"Service onboarding, Routing, Throttling, Products, Plan and Subscription",APIX Setup,4,5,Good,APJ
10/6/2014,4,4,To get the idea of API Exchange and practise real scenarios with this technology.,yes,"Enabling Backend Services,Routing key",NA,4,4,good,APJ
10/6/2014,4,4,"The course should give me hand on experience on the APIx product. 
",yes,"Routing, Throttle, APIs, Subscriptions",JMS,5,5,Very good articulation with good product knowledge,APJ
10/6/2014,5,5,"Hands on knwoledge abt BE and how to be rules , deployment ,abt diff type of query agents",Yes,Writing rules and Inference engine life cycle,None,5,5,Very experienced and detailed abt the course with real exampled,AMER
10/6/2014,5,5,To broad my knowledge in different TIBCO products as well to apply it in forthcoming projects.,Yes,"Introduction to Business events.
Designing rules.
Rule Inferencing and Agenda",All of them were helpful.,5,4,A skillful person who is willing to teach others his knowledge and to help them.,AMER
10/7/2014,4,4,a lot of information but the mix of theory and practise is very good,good,yes whatI missed in the labs was more explanation and information about the commansm so now and than i did not know in detailed wat i was dooing,routing about toppics,4,5,good,EMEA
